E/F:Y/F:YerrSyst/F
3.75,0.0057998229128876245,0.0018554482208641017
4.75,0.004697775211301375,0.0008758648972074262
5.75,0.0038165880177154924,0.00046296221408772235
6.75,0.003110320585164444,0.00033088978411583336
7.75,0.0025430813971470847,0.0002788727353820285
8.75,0.0020866157348683723,0.00023238257193729692
9.75,0.001718572091921556,0.0001852115124973159
10.75,0.0014212107366703296,0.00014349868599693554
11.75,0.001180420022467691,0.00011136834315260505
12.75,0.000984956157466469,0.00008905315068961365
13.75,0.0008257298800995194,0.00007394813575563962
14.75,0.000695194573437565,0.00006326934561052373
15.75,0.0005874818866926328,0.000055360256852501215
16.75,0.0004980738229845089,0.00004931486257701845
17.75,0.00042346069512927664,0.00004461272489189312
18.75,0.0003608928417016043,0.000040910161109674395
19.75,0.00030819847384346466,0.000037943531922542186
20.75,0.0002636487790944179,0.0000354960716979997
21.75,0.00022585717483759418,0.00003339211860161537
22.75,0.00019370348008165738,0.00003149768264018083
23.75,0.00016627642577428823,0.000029718653168028537
24.75,0.00014282976497453353,0.00002799538541208634
25.75,0.00012274853926774198,0.000026295288307912366
26.75,0.0001055229789920921,0.000024605249270927856
27.75,0.00009072817650040819,0.00002292502826906264
28.75,0.00007800971143495491,0.000021263371078596917
29.75,0.0000670742191003984,0.000019637316502804534
30.75,0.000057671738380995714,0.000018063341784425445
31.75,0.00004958735255656937,0.00001655462086744482
32.75,0.00004263627585794427,0.00001512093284189557
33.75,0.00003665962898385045,0.000013768912058192902
34.75,0.000031520806932712364,0.000012502451023016306
35.75,0.000027102356097287127,0.000011323150631380965
36.75,0.000023303289215846595,0.000010230761033107938
37.75,0.0000200367767862665,9.22358476106645E-6
38.75,0.00001722816215800816,8.298830031905105E-6
39.75,0.000014813254918444686,7.452911290195572E-6
40.75,0.00001273686355357771,6.6816990145273135E-6
41.75,0.000010951533834456238,5.980723270757425E-6
42.75,9.416464084674918E-6,5.345336519391334E-6
43.75,8.096572528781625E-6,4.7708413830875485E-6
44.75,6.961695398758336E-6,4.252588830261776E-6
