E/F:Y/F:YerrStat/F:YerrSyst/F
15.25,0.29,0.03,0.18
15.75,0.24,0.03,0.06
16.25,0.18,0.02,0.05
16.75,0.13,0.02,0.03
17.25,0.09,0.02,0.03
17.75,0.06,0.01,0.02
18.25,0.05,0.01,0.01
18.75,0.05,0.01,0.00
19.25,0.05,0.01,0.01
19.75,0.05,0.01,0.01
