offsetSim/I:byHandSim/I:solCalcSim/I:MDC2020Sim/I:fieldRotation/F:nbkg/F:NPOT/F:useInFit/I
1,0,0,0,0,1,9.94000E+06,0
1,0,0,0,-4.6376,0,9.98000E+06,0
1,0,0,0,-9.2752,0,9.91000E+06,0
1,0,0,0,-13.9128,12,8.59000E+06,0
1,0,0,0,-18.5504,84,9.94000E+06,0
1,0,0,0,-23.188,129,1.00000E+07,0
1,0,0,0,-27.8256,127,9.99000E+06,0
0,1,0,0,-16,19,9.90000E+06,1
0,1,0,0,-5,0,9.88000E+06,0
0,0,1,0,0,0,4.97000E+06,0
0,0,1,0,-16,0,4.92000E+06,0
0,0,1,0,-23,37,4.95000E+06,1
0,0,0,1,0,3,1.99996E+08,1
